183;28;Bytecoin (BCN);BCN;102;0;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
184;4;Bitcoin Gold (BTG);BTG;103;0;111010111101111111110110111011101101100011110011101000000011111111111111111100111000000000000001011111111100111111011111111111101111111101111111111111001100101111111110010000000001111111111111000000
185;29;TRON (TRX);TRX;104;0;111110111101111111111110111011111111110111111011111000000011111111111111111100111000000000000001111111111100111111011111111111111011111111111111111111011101101111111110111100001001000011111100111100
186;104;Exmo BTC;BTC Exmo;967;2;111110111101111111110110011011100101110011111011111000000011111111111111111100111000000000000001100111101100110010011111110111111011111101111111111111001100101110101110011100001000000000000000000000
187;176;ЕРИП Расчет;BYN ЕРИП;974;3;110010111001111110000010000000000000000000000000000000000011000000101000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
5;154;Visa/MasterCard AMD;AMD Карта;51;3;111111111101111111111110011011100101110011110011111000001011111111111111111100110000000000000001000111111100110010011011010110001011111100111101111111001000101110001110001100001000000000000000000000
8;106;LiveCoin RUB;RUB LiveCoin;643;2;111110111101111011110110011010000101100010011011101000000011111111111111111100111000000100010001100111111000110010011111010111111011111101111111111111000100101000101110000000000000000000000000000000
9;161;Карта UZCARD;UZS Карта;860;3;000000000000000000000000000000000000000000010001010000000000000000000000100000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
10;16;Tether TRC20 (USDT);USDT TRC20;840;0;111110111101111111110110011011100101110011111011111000000011111111111111111100111000000000100001100111111101111111011111111111111011111111111111111111011101101111111110111100111001000011111100111110
12;97;Счет телефона UAH;UAH Баланс;980;1;100010111001101111000010011010000000000000011001000000000010010000111001100000000000000001000001000110010000110010011011010100000011110101011101111111001100001000101010000000000000000000000000000000
13;197;Наличные BYN;BYN Наличными;974;5;110010111001111110000010000000000000000000000000000000000011000000101000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
188;174;Любой банк NGN;NGN Банк;566;3;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
14;190;Юнистрим RUB;RUB Юнистрим;643;4;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
16;77;Skrill GBP;GBP Skrill;826;1;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
17;159;Карта Мир;RUB Мир;643;3;111111111101111111110110011011100101110011111111111000010011111111111111111100111110000110110001100111111100000000000000000110001011111111000000101100001100101110001000001100001000000000000000000000
21;158;Карта AmEx;USD AmEx;840;3;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
22;134;УкрСиббанк;UAH УкрСиб;980;3;111111111101111111111111111011111111111111111111111000011011111111111111111100111110000110000001100111111101110010011111111111101011010101111111111111001100101110101110100100001000000000000000000000
23;17;USD Coin (USDC);USDC;840;0;111110111101111111111110111011111111111111111011111000000011111111111111111100111000000000010001110111111101111111011111111111111011111111111111111111011101101111111110111100111001000011111100111110
24;18;TrueUSD (TUSD);TUSD;840;0;111110111101111111111110111011111111111111111011111000000011111111111111111100111000000000010001110111111101111111011111111111111011111111111111111111011101101111111110111100101001000011111100111100
25;125;Рокетбанк;RUB Рокетбанк;643;3;111111111101111111111111111011111111111111111101111000010011111111111111111100111110000000000001100111111100110010011011010100001011011101111101111111001100101110001000001100001000000000000000000000
26;40;Qtum (QTUM);QTUM;1004;0;111010111101111011111110101011111111111111110001000000000010001000100001000000010000000000000000010000000000111111011111111110001011111111000000010100000001000000001000100000000001000011111100110100
27;37;BitTorrent (BTT);BTT;1001;0;111110111101111111111110111011101111111110010011101000000011111111111111111100110000000000000000011111111100111111011111111111111011111111111111111111000001001000101110100000000001000011111100110100
28;108;Kuna;UAH Kuna;980;2;110010111001111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111000000000100000000000000001000000000000000000000000000101100
29;171;Любой банк PLN;PLN Банк;985;3;110010111101111111110110001011100100000000000000110000000011110000111101110000010000000000000001000110011000110010011011010110001010000000111101111111001100101110000000000100001000000000000000000000
30;156;Visa/MasterCard CNY;CNY Карта;156;3;100010111001101111000010011010000000000000000000000000000010010000111001100000000000000000000001000110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
31;166;Любой банк BYN;BYN Банк;974;3;111110111101111111110110011011000101100011110011101000000011111111111111111100111000000010100001100111111100110010011001010100000011000000011101111101001100001110000010000000001000000000000000110000
32;91;VelesPay;USD VelesPay;840;1;100010100000000000000000000000000000000000010001000000000011000000001011010000000000000110000000000010000000000000000000000000000000000000011101111001000000000000010010000000000000000000000000110000
189;19;Paxos (PAX);PAX;840;0;111110111101111111111110111011111111111111111011111000000011111111111111111100110000000000010001110111111101111111011111111111111011111111111111111111011101101111111110111100001001000011111100111100
190;107;Cryptex;USD Cryptex;840;2;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011111010000000000000000000000010000000000000000100000000000000000000000000000111000
33;71;Advanced Cash KZT;KZT AdvCash;398;1;111011111101111111110110011011000100110011111111110000000011111111111101110000011110000110100001100111111100110010011111111111111011111111111111111111001100001101111110000000001000000000000000000000
34;127;Россельхозбанк;RUB РСХБ;643;3;111111111101111111111111111011111111111111111111111000010011111111111111111100111110000000000001100111111100000000000000000001011011010101000000100100001100100010001000000000000000000000000000000000
35;85;PaySera EUR;EUR PaySera;978;1;000000000000000000000000000000000000000000011001100000000011000000111011010000000001100000000000000000000000000000000000000000000000000000000000010101000000000001110001000000100010000000000000000000
36;15;Tether ERC20 (USDT);USDT ERC20;840;0;111111111101111111111110111011111111111111111111111000000011111111111111111100111110000111110011100111111101111111011111111111111111111111111111111111011101101111111110111100111011111111111111111110
37;138;Альфа-Банк UAH;UAH Альфа-Банк;980;3;111111111101111111111111111011111111111111111111111000011011111111111111111100111110000000000001100111111101110010011111111111101011111101111111111111001100101110101110000100001000000000000000010000
38;152;Visa/MasterCard PLN;PLN Карта;985;3;110010110001011000100010001010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
39;170;Любой банк TRY;TRY Банк;949;3;110010110001011000100010001010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
191;129;МТС Банк;RUB МТСБанк;643;3;111111111101111111111111111111111111111111111111110000010011111111111111110000010110000000000001000111111000110010011011010110000010000000111101111111001100101110000000001100001000000000000000000000
192;178;Revolut USD;USD Revolut;840;3;000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
193;179;Revolut EUR;EUR Revolut;978;3;100010000000000000000000000000000000000000011001100000000011000000111111010000000001100000000000000001000000000000000000000000000000000000000000111101000000000001110001000000000000000000000000000000
194;153;Visa/MasterCard MDL;MDL Карта;498;3;111110111101111111110110011011100101100011110011111000000011111111111111111100110000000000000001000111111100110010011011010111111011111101111101111111000100101110101110001100001000000000000000000000
195;128;Росбанк;RUB Росбанк;643;3;110111111101111111111111111011111111111111110001110000010011010000111111110000000000000000000001000111110000000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000
196;137;Сбербанк UAH;UAH Сбербанк;980;3;110111111101111111111111111011111111111111111101000000000011110000111111110000000110000000000000000111100001110010011111111111101000000000000000010000000000000000100000000000000000000000000000000000
197;41;Chainlink (LINK);LINK;1005;0;111110111101111111111110111011111101110111110011111000000011111111111111111100110000000000000001011111111100110111011111111111111011111111111111111111001100001101111110000000001000000000000000010000
198;42;Cosmos (ATOM);ATOM;1006;0;111110111101111111111110011011101101110111110011111000000011111111111111111100110000000000000001011111111100110111011111010111101011111111111111111111001100101001111110000000001000000000000000010000
