643;999;4681.88
643;980;2.68181
980;949;3.7345
643;156;10.9851
566;840;379.5
643;978;88.8425
860;398;24.42
980;840;27.9003
980;156;4.0814
980;51;0.056572
980;643;0.37203
102;840;6881.5310030176
974;980;0.093087
974;840;2.5992
974;978;3.0785
974;156;0.3803
974;643;0.034708
974;398;0.0060865
974;826;3.3254
978;840;0.843597098
566;826;486.9744
999;840;0.0160432348
978;764;0.0269258731
643;949;10.0275
997;967;212.8583470272
997;840;0.0200623921
978;156;0.1233912861
156;949;0.9139
156;764;0.2185
156;643;0.0911
156;978;8.0885
398;392;4.01
398;752;48.82
398;203;19.06
398;826;545.1
398;980;15.28
398;860;0.0416
398;51;0.875
967;840;9.70095E-5
967;978;0.0001145052
967;156;1.41943E-5
967;826;0.0001239649
967;643;1.2914E-6
998;840;0.0970094885
998;978;0.1145051716
998;156;0.0141942889
998;826;0.1239648931
998;643;0.0012913879
996;840;345.802989121
860;840;10274.17
996;967;3703703.7037037
826;840;0.7771819383
826;643;0.0103561694
826;978;0.9227646027
826;156;0.1137565837
398;949;57.08
643;840;75.1125
994;967;45641.259698768
102;967;70921985.815603
987;967;46.0288600953
980;978;33.0674
992;840;0.0131991454
992;967;135.4074138267
993;840;0.002721403
993;967;28.0569601182
51;840;487.67
51;974;187.75
51;860;0.047
51;980;17.46
51;643;6.51
51;498;29.25
51;398;1.143
51;156;71.31
999;860;1.5673E-6
498;752;1.9009
643;826;96.07
860;826;13646.15
860;978;12162.56
860;156;1501.87
860;980;370.39
860;643;136.28
398;764;13.61
51;752;55.85
840;498;0.0603646532
991;967;123.2287408857
991;840;0.0119405099
990;840;0.1936653422
990;967;1996.7253703926
999;978;0.0189512546
980;860;0.0026856
999;974;0.0061538957
999;980;0.0005741188
860;974;3897.05
989;967;42643.923240938
989;840;4.1385449091
988;967;165.1085919209
988;993;5.9028145269
988;840;0.0159645278
51;392;4.591
980;826;35.7821
978;643;0.0112704629
967;764;3.103E-6
998;764;0.0031029595
156;392;0.064369
398;643;5.69
978;826;1.082157389
398;985;113.8
995;840;0.0060522723
566;156;55.4958
566;978;449.8214
990;993;71.1167751672
986;967;79693.97513548
986;840;7.7339430774
980;356;0.37943
987;840;0.004467846
995;967;62.4005491248
643;398;0.175287
980;764;0.88683
643;51;0.153368
109;988;2.524
985;840;3.7534
109;991;3.386
980;398;0.065357
109;102;2.0E-5
994;840;4.4070821811
986;993;2841.7971525193
980;974;10.7375
102;993;2545500.8272878
981;967;7225.4335260116
981;993;257.6456341947
981;840;0.7013114524
983;993;132.0925440364
983;967;3704.7327961471
983;840;0.3594226235
984;967;520.8468970546
984;993;18.5716368391
984;840;0.0505136991
104;967;304994.28135722
104;993;10877.191074177
104;840;29.5877684165
103;967;1208.8244182533
103;993;43.1025193423
103;840;0.117324692
100;967;107799.27774484
100;993;3844.2538975929
100;840;10.4589327391
101;967;125944.58438287
101;840;12.1829093275
982;840;3.435127615
982;978;4.0591005033
982;967;35379.444542721
982;993;1264.438304894
105;993;98.6310016965
105;967;2766.9023145138
105;840;0.2683044327
996;993;127064.80304956
997;993;7.2388782779
106;840;0.4032866979
106;967;4259.6694496507
106;993;150.1878098562
860;51;21.1
860;764;327.31
107;967;2141098.3834707
107;993;76361.817563982
107;840;208.3283421335
108;967;20303.950133498
108;993;723.974038291
108;840;1.9698766463
643;974;28.9
643;860;0.00729349
840;860;9.73236E-5
840;156;0.1463186234
840;974;0.383147194
840;840;1
840;967;10304.119067476
840;398;0.0023420123
840;980;0.0358275853
840;764;0.0319912984
840;643;0.0133151183
840;566;0.002621232
840;51;0.002076342
840;826;1.2793335184
840;978;1.1827852701
109;984;0.8028
109;981;0.06494
109;101;0.003317
109;997;1.963
109;986;0.002441
109;100;0.003873
987;993;1.6413892719
109;108;0.02061
109;983;0.1128
109;989;0.0098
109;104;0.00137
109;990;0.2098
109;967;418.025248725
109;993;14.899576852
109;840;0.04054328
978;356;0.0114622245
860;356;140.19
967;356;1.3208E-6
998;356;0.0013207685
398;578;47.32
51;356;6.64
860;498;624.04
643;356;1.01841
840;356;0.0136142331
643;392;0.705175
980;392;0.26283
974;392;0.024471
978;392;0.007947862
860;392;96.72
967;392;9.13E-7
998;392;0.0009130252
156;826;8.73595
398;498;25.76
51;985;130.11
974;498;0.15611
840;392;0.0094232944
110;967;23062.730627306
110;993;822.3177024443
110;840;2.2383532883
109;110;0.0181
111;967;16134.236850597
111;993;575.3094445675
111;840;1.5656876422
1000;967;630.803391199
1000;840;0.0613137435
1007;967;4157.3991311036
109;1000;0.4467
643;985;19.9127
980;985;7.4329
974;985;0.69382
978;985;0.2248858704
860;985;2731.91
967;985;2.57745E-5
998;985;0.0257745112
398;417;5.42
51;949;65.28
764;840;31.3124
985;764;0.1198
985;978;4.4504
985;826;4.7983
985;980;0.1345
985;392;0.035332
985;643;0.0501
985;356;0.051054
985;156;0.5492
109;1001;1.487E-5
1001;967;28129395.218003
1001;840;2726.4300125416
1001;993;1002004.008016
840;985;0.2655452866
109;105;0.03938
980;498;1.6776
1002;967;39976.8134482
1002;993;1425.3034114637
1002;840;3.8798488411
109;1002;0.01046
974;949;0.34801
978;949;0.112911421
860;949;1382.22
109;643;0.0005260887
398;156;62.38
51;978;579.01
985;949;0.5026
949;840;7.4463
949;978;8.8251
949;826;9.5429
949;392;7.0113
949;643;0.09938
949;156;1.08925
840;949;0.1337260421
1003;967;12481.278082876
1003;993;445.1755215788
1003;840;1.2116791328
109;1003;0.03336
1004;993;133.1185687091
1004;840;0.3622211983
1004;967;3730.6472673009
109;566;8.84408E-5
109;987;9.081
156;840;6.83565
109;949;0.0053748992
109;978;0.0476190476
643;752;8.55002
980;752;3.1869
974;752;0.2977
978;752;0.0964199281
860;752;1177.66
967;752;1.10313E-5
998;752;0.011031324
156;752;0.778
398;356;5.8
51;826;623.63
985;752;0.429
949;752;0.851105
752;156;1.281
752;978;10.3685
752;826;11.2459
752;356;0.119127
752;392;0.082456
752;985;2.3334
752;643;0.116981
752;949;1.173
752;840;8.7547
840;752;0.1136980319
643;498;4.49787
993;104;9.17874E-5
989;104;0.13992386
498;840;16.6313
498;51;0.03398
498;978;19.689
498;980;0.5973
498;826;21.6573
498;949;2.2216
498;974;6.363
498;643;0.2212
498;356;0.22639
498;860;0.001619
498;398;0.03895
498;392;0.156773
498;156;2.4321
498;985;4.422
1005;967;830.6613725849
1006;993;70.3858552585
1006;840;0.1915384078
1006;967;1973.7491364848
840;578;0.1102813664
840;417;0.0126488757
840;348;0.0033066826
840;203;0.0445035848
967;949;1.29726E-5
998;949;0.0129726454
643;417;0.94797
980;417;0.35125
974;417;0.032901
860;417;130.5
398;978;506.05
51;417;6.29
498;417;0.2138
643;578;8.30114
980;578;3.0904
974;578;0.28854
978;578;0.093433494
860;578;1152.46
156;578;0.7539
398;840;426.29
51;578;54.14
985;578;0.4159
949;578;0.825205
752;578;0.970687
498;578;1.8401
643;203;3.34202
980;203;1.2447
974;203;0.116119
978;203;0.0376420989
860;203;460
398;348;1.416
51;203;21.77
985;203;0.1676
752;203;0.390882
498;203;0.741
643;348;0.248188
980;348;0.092566
978;348;0.0028001008
860;348;33.8
398;974;164.29
51;348;1.62
985;348;0.01245
752;348;0.029043
498;348;0.05502
1005;993;29.622256979
1005;840;0.0806169129
417;840;78.87
417;978;93.5122
417;398;0.185
417;643;1.0532
764;348;0.1035
764;985;8.3055
764;643;0.4166
764;203;1.3911
764;156;4.5874
764;578;3.4606
764;752;3.5756
764;356;0.4274
764;392;29.5117
764;978;37.0512
764;826;40.1276
109;826;0.0516129032
1007;993;148.3251494932
1007;840;0.4035983212
109;1007;0.1026
